itemid,hotelname,hotelid,roomtype_tokens_str,amenity_vector
227,Hotel Gasthof Adler,129963,double,"{'safebox', 'telephone', 'seating area', 'high chair', 'hair dryer', 'toiletries', 'heating', 'alarm clock', 'woodenparqueted flooring', 'closet', 'extra long bed', 'towels', 'linens', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
228,Hotel Gasthof Adler,129963,family,"{'safebox', 'telephone', 'seating area', 'high chair', 'hair dryer', 'toiletries', 'heating', 'woodenparqueted flooring', 'closet', 'towels', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
229,Donau-Rad-Hotel Wachauerhof,129974,double,"{'safebox', 'ironing facilities', 'carpeting', 'seating area', 'telephone', 'hair dryer', 'toiletries', 'heating', 'wake-up service', 'closet', 'towels', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
230,Donau-Rad-Hotel Wachauerhof,129974,double,"{'safebox', 'ironing facilities', 'carpeting', 'seating area', 'telephone', 'hair dryer', 'toiletries', 'heating', 'wake-up service', 'closet', 'towels', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
231,Baerenwirth Hotel,130051,family,"{'hair dryer', 'closet', 'safebox', 'towels', 'free bottled water', 'telephone', 'cleaning products', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
232,Baerenwirth Hotel,130051,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'cleaning products', 'clothes rack', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
233,Baerenwirth Hotel,130051,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'cleaning products', 'clothes rack', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
234,Baerenwirth Hotel,130051,double,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'cleaning products', 'clothes rack', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
235,Baerenwirth Hotel,130051,single,"{'safebox', 'smoke detector', 'telephone', 'seating area', 'cleaning products', 'clothes rack', 'hair dryer', 'heating', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'free bottled water', 'linens', 'sofa', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
236,Baerenwirth Hotel,130051,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
237,Superior Alpine Wellnesshotel Karwendel,130055,suite,"{'safebox', 'seating area', 'hair dryer', 'heating', 'closet', 'tv [flat screen]', 'sofa', 'desk', 'air conditioning', 'telephone'}"
238,Superior Alpine Wellnesshotel Karwendel,130055,other,"{'safebox', 'heating', 'closet', 'tv [flat screen]', 'desk', 'air conditioning', 'telephone'}"
239,Superior Alpine Wellnesshotel Karwendel,130055,suite,"{'safebox', 'seating area', 'heating', 'closet', 'tv [flat screen]', 'sofa', 'air conditioning', 'telephone'}"
240,Superior Alpine Wellnesshotel Karwendel,130055,other,"{'safebox', 'air conditioning', 'telephone', 'tv'}"
241,Hotel Wiental,130077,single,"{'safebox', 'telephone', 'carpeting', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'closet', 'towels', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
242,Hotel Wiental,130077,double,"{'safebox', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'closet', 'towels', 'satellitecable', 'air conditioning', 'free wi-fi in all rooms'}"
243,Hotel Marienhof,130092,suite,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
244,Hotel Marienhof,130092,double,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
245,Hotel Marienhof,130092,double,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
246,Hotel Marienhof,130092,single,"{'carpeting', 'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
247,Attergauhof,130133,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
248,Attergauhof,130133,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
249,Attergauhof,130133,triple,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
250,Hotel Mondschein & Chalet Mondschein,130251,double,"{'safebox', 'sofa', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
251,Hotel Mondschein & Chalet Mondschein,130251,double,"{'safebox', 'sofa', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
252,Hotel Mondschein & Chalet Mondschein,130251,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
253,Hotel Mondschein & Chalet Mondschein,130251,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
254,Hotel Mondschein & Chalet Mondschein,130251,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
255,Hotel Mondschein & Chalet Mondschein,130251,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
256,Hotel Mondschein & Chalet Mondschein,130251,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
257,Hotel Mondschein & Chalet Mondschein,130251,suite,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
258,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'telephone', 'coffeetea maker', 'minibar', 'free bottled water', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
259,Best Western Plus Plaza Hotel Graz,151314,single,"{'safebox', 'telephone', 'coffeetea maker', 'minibar', 'free bottled water', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
260,Best Western Plus Plaza Hotel Graz,151314,triple,"{'safebox', 'telephone', 'coffeetea maker', 'minibar', 'free bottled water', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
261,Best Western Plus Plaza Hotel Graz,151314,house,"{'safebox', 'telephone', 'coffeetea maker', 'minibar', 'free bottled water', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
262,Best Western Plus Plaza Hotel Graz,151314,single,"{'safebox', 'telephone', 'coffeetea maker', 'minibar', 'free bottled water', 'satellitecable', 'shower', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'blackout curtains', 'daily housekeeping', 'soundproofing'}"
263,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
264,Best Western Plus Plaza Hotel Graz,151314,triple,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
265,Best Western Plus Plaza Hotel Graz,151314,twin,"{'safebox', 'free wi-fi in all rooms', 'shower', 'tv', 'air conditioning', 'telephone'}"
266,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
267,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
268,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
269,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
270,Best Western Plus Plaza Hotel Graz,151314,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
271,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
272,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
273,Best Western Plus Plaza Hotel Graz,151314,double,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
274,Best Western Plus Plaza Hotel Graz,151314,single,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
275,Best Western Plus Plaza Hotel Graz,151314,twin,"{'safebox', 'shower', 'tv', 'air conditioning', 'free wi-fi in all rooms'}"
276,Alpen-Karawanserai,151476,suite,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms', 'soundproofing'}"
277,Alpen-Karawanserai,151476,double,"{'hair dryer', 'slippers', 'closet', 'safebox', 'wake-up service', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'smoke detector', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'soundproofing'}"
278,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
279,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
280,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
281,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
282,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,single,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
283,Boutique Hotel Traumerei #8 by Auracher Lochl,151797,double,"{'hair dryer', 'closet', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'linens', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'free wi-fi in all rooms', 'soundproofing'}"
284,Activehotel Bergkoenig,159313,suite,"{'hair dryer', 'alarm clock', 'closet', 'fireplace', 'safebox', 'wake-up service', 'towels', 'minibar', 'free bottled water', 'telephone', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
285,Activehotel Bergkoenig,159313,double,"{'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
286,Activehotel Bergkoenig,159313,standard,"{'hair dryer', 'slippers', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'sofa', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
287,Activehotel Bergkoenig,159313,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'refrigerator', 'towels', 'minibar', 'free bottled water', 'telephone', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'bathrobes', 'seating area', 'toiletries', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms', 'interconnecting rooms'}"
288,JUFA Hotel Graz,162762,double,"{'safebox', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
289,JUFA Hotel Graz,162762,quadruple,"{'safebox', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
290,JUFA Hotel Graz,162762,single,"{'safebox', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
291,JUFA Hotel Graz,162762,triple,"{'safebox', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
292,JUFA Hotel Graz,162762,apartment,"{'safebox', 'hair dryer', 'heating', 'closet', 'towels', 'linens', 'tv [flat screen]', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
293,Sporthotel Reisch,162962,double,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
294,Sporthotel Reisch,162962,double,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
295,Sporthotel Reisch,162962,double,"{'safebox', 'telephone', 'seating area', 'wake-up service', 'hair dryer', 'slippers', 'heating', 'toiletries', 'woodenparqueted flooring', 'closet', 'towels', 'minibar', 'satellitecable', 'mirror', 'desk', 'air conditioning', 'free wi-fi in all rooms', 'bathrobes'}"
296,Hotel Haymon,164961,double,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
297,Hotel Haymon,164961,suite,"{'hair dryer', 'alarm clock', 'closet', 'safebox', 'wake-up service', 'towels', 'telephone', 'linens', 'sofa', 'satellitecable', 'desk', 'air conditioning', 'smoke detector', 'seating area', 'toiletries', 'clothes rack', 'heating', 'woodenparqueted flooring', 'free wi-fi in all rooms'}"
298,Hotel Haymon,164961,single,"{'safebox', 'smoke detector', 'telephone', 'wake-up service', 'hair dryer', 'clothes rack', 'heating', 'alarm clock', 'toiletries', 'closet', 'towels', 'woodenparqueted flooring', 'linens', 'satellitecable', 'desk', 'air conditioning', 'free wi-fi in all rooms'}"
